所管,組織,,,,,,,,,                        項目,令和2年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,061,2,12,2,08,,職員旅費,"122,303","126,412","△ 4,109"
,,,95,059,2,12,2,08,,災害検査旅費,"16,470","14,895","1,575"
,,,95,061,2,12,2,08,,委員等旅費,"12,084","13,476","△ 1,392"
,,,95,061,2,12,3,09,,庁費,"1,007,069","1,025,333","△ 18,264"
,,,95,061,2,12,3,09,,国会図書館支部庁費,"2,256","2,247",9
,,,95,061,2,12,3,09,,情報処理業務庁費,"335,248","337,195","△ 1,947"
,,,95,061,2,12,3,09,,宿舎撤去費,"36,159","36,159",0
,,,95,061,2,12,3,09,,土地建物借料,"150,265","161,265","△ 11,000"
,,,95,061,2,12,3,09,,各所修繕,"421,274","426,450","△ 5,176"
,,,95,199,2,13,3,09,,自動車重量税,944,"1,247",△ 303
,,,95,061,2,11,5,16,,国家公務員共済組合負担金,"4,042,050","4,112,435","△ 70,385"
,,,95,061,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"1,160,939","1,184,849","△ 23,910"
,,,95,061,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,446,"1,685","△ 1,239"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"3,107,008","3,068,297","38,711"
,,,95,061,2,12,9,17,,交際費,41,41,0
,,102,,,,,,,林野庁施設費,,"1,051,160","1,051,160",0
,,,95,061,1,20,2,08,,施設施工旅費,"8,011","8,011",0
,,,95,061,1,20,3,09,,施設施工庁費,"119,449","119,449",0
,,,95,061,1,20,4,15,,施設整備費,"920,946","919,999",947
,,,95,061,1,94,4,15,,不動産購入費,"2,754","3,701",△ 947
,,103,,,,,,,国立研究開発法人森林研究・整備機構運営費,,"10,462,755","10,058,527","404,228"
,,,13,061,2,30,5,16,,国立研究開発法人森林研究・整備機構研究・育種勘定運営費交付金,"10,462,755","10,058,527","404,228"
,,104,,,,,,,国立研究開発法人森林研究・整備機構施設整備費,,"214,318","223,036","△ 8,718"
,,,13,061,1,30,5,16,,国立研究開発法人森林研究・整備機構施設整備費補助金,"214,318","223,036","△ 8,718"
,,105,,,,,,,森林整備・保全費,,"6,228,550","5,958,916","269,634"
,,,95,061,2,12,9,06,,諸謝金,"5,050","5,803",△ 753
,,,95,061,2,12,9,06,,政府開発援助諸謝金,"3,563","3,901",△ 338
,,,95,061,2,12,2,08,,職員旅費,"19,657","19,714",△ 57
,,,95,061,2,12,2,08,,政府開発援助職員旅費,"1,904","1,897",7
,,,95,061,2,12,2,08,,委員等旅費,"7,647","8,378",△ 731
,,,95,061,2,12,2,08,,政府開発援助委員等旅費,139,136,3
,,,95,061,2,12,3,09,,庁費,"20,205","22,166","△ 1,961"
,,,95,061,2,12,3,09,,情報処理業務庁費,"311,904","341,158","△ 29,254"
,,,95,061,2,12,3,09,,政府開発援助庁費,"5,176","5,148",28
,,,95,061,2,12,3,09,,国有林野森林整備・保全管理費,"1,350,018","1,236,372","113,646"
,,,95,061,2,12,3,09,,官行造林費,"112,671","117,616","△ 4,945"
,,,95,061,2,12,5,14,,森林整備・保全調査等委託費,"25,394","28,832","△ 3,438"
,,,95,061,2,12,5,14,,森林計画推進委託費,"584,655","587,754","△ 3,099"
,,,95,061,2,12,5,14,,森林計画推進地方公共団体委託費,764,840,△ 76
,,,95,061,2,12,5,14,,政府開発援助国際林業協力事業委託費,"25,531","28,362","△ 2,831"
,,,95,061,2,12,5,14,,保安林整備事業委託費,"332,973","332,973",0
,,,95,061,2,12,5,14,,森林病害虫等防除事業地方公共団体委託費,"193,737","198,754","△ 5,017"
,,,95,061,2,81,5,16,,森林整備・保全地方公共団体事業費補助金,"269,919","77,885","192,034"
,,,95,061,2,81,5,16,,森林資源地方公共団体管理費補助金,"325,180","371,298","△ 46,118"
,,,95,061,2,40,5,16,,政府開発援助国際林業協力事業費補助金,"73,545","87,944","△ 14,399"
,,,13,061,2,40,5,16,,国際林業協力技術開発事業費補助金,"57,214",0,"57,214"
,,,95,061,2,40,5,16,,森林整備・保全費補助金,"408,939","257,962","150,977"
,,,95,061,2,81,5,16,,保安林整備事業費等補助金,"31,501","31,501",0
,,,95,061,2,81,5,16,,森林病害虫等防除事業費補助金,"501,398","514,681","△ 13,283"
,,,95,061,2,40,5,16,,国際林業協力事業費補助金,0,"42,333","△ 42,333"
,,,95,061,2,40,5,16,,森林・山村多面的機能発揮対策交付金,"1,343,800","1,412,938","△ 69,138"
,,,95,061,2,30,5,16,,幹線林道事業移行円滑化対策交付金,"85,200","90,640","△ 5,440"
,,,95,061,2,40,5,16,,森林整備活性化資金利子補給金,0,"1,064","△ 1,064"
,,,95,061,2,95,9,20,,保安林及保安施設地区補償金,"119,206","119,206",0
,,,95,061,2,95,9,20,,森林病害虫等防除損失補償金,"1,970","1,970",0
,,,95,061,2,95,9,20,,特別母樹林保存損失補償金,"9,690","9,690",0
,,106,,,,,,,国有林野産物等売払及管理処分業務費,,"16,322,882","16,661,539","△ 338,657"
,,,95,061,2,11,1,02,,職員基本給,"1,337,724","1,411,364","△ 73,640"
,,,95,061,2,11,1,03,,職員諸手当,"689,769","714,411","△ 24,642"
,,,95,061,2,11,1,04,,超過勤務手当,"106,743","111,673","△ 4,930"
,,,95,061,2,11,1,05,,常勤職員給与,"97,058","153,955","△ 56,897"
,,,95,061,2,15,1,05,,公務災害補償費,"950,384","1,037,614","△ 87,230"
,,,95,089,2,11,1,05,,児童手当,"24,000","29,335","△ 5,335"
,,,95,061,2,12,2,08,,国有林野事業業務旅費,"342,834","342,834",0
,,,95,061,2,12,3,09,,国有林野事業業務庁費,"9,157,318","9,186,400","△ 29,082"
,,,95,061,2,12,3,09,,土地建物借料,"29,035","31,449","△ 2,414"
,,,95,061,2,12,3,09,,各所修繕,"137,651","137,651",0
,,,95,199,2,13,3,09,,自動車重量税,"3,552","4,307",△ 755
,,,95,061,2,11,5,16,,国家公務員共済組合負担金,"848,721","932,290","△ 83,569"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"2,598,093","2,568,256","29,837"
,,107,,,,,,,治山事業費,,"66,358,000","69,889,370","△ 3,531,370"
,,,41,051,1,20,4,00,,治山事業費,"15,708,422","16,521,497","△ 813,075"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"18,975,618","20,067,044","△ 1,091,426"
,,,41,051,1,20,4,00,,営繕宿舎費,"28,868","50,737","△ 21,869"
,,,41,051,1,20,4,00,,治山事業調査費,"176,451","176,451",0
,,,41,051,1,82,5,00,,治山事業費補助,"29,146,641","31,129,641","△ 1,983,000"
,,,41,051,1,82,5,00,,後進地域特例法適用団体補助率差額,"2,322,000","1,944,000","378,000"
,,108,,,,,,,森林整備事業費,,"122,039,657","125,875,552","△ 3,835,895"
,,,46,052,1,20,4,00,,森林環境保全整備事業費,"68,087,657","69,402,552","△ 1,314,895"
,,,46,052,1,20,4,00,,森林整備事業調査費,"145,500","105,000","40,500"
,,,46,052,1,82,5,00,,森林環境保全整備事業費補助,"24,161,500","26,306,000","△ 2,144,500"
,,,46,052,1,30,5,00,,水源林造成事業費補助,"17,824,000","18,398,000","△ 574,000"
,,,46,052,1,82,5,00,,後進地域特例法適用団体補助率差額,"240,000","97,000","143,000"
,,,46,052,1,82,5,00,,美しい森林づくり基盤整備交付金,"810,000","795,000","15,000"
,,,46,051,1,95,9,00,,国立研究開発法人森林研究・整備機構出資金,"10,771,000","10,772,000","△ 1,000"
,,109,,,,,,,借入金利子国有林野事業債務管理特別会計へ繰入,,"1,534,688","2,326,671","△ 791,983"
,,,95,061,2,30,6,22,,国有林野事業債務管理特別会計へ繰入,"1,534,688","2,326,671","△ 791,983"
,,110,,,,,,,国有林野事業収入財源借入金債務処理費国有林野事業債務管理特別会計へ繰入,,"21,117,693","19,510,818","1,606,875"
,,,95,061,2,30,6,22,,国有林野事業収入財源の国有林野事業債務管理特別会計へ繰入,"21,117,693","19,510,818","1,606,875"
,,111,,,,,,,林業振興対策費,,"5,946,779","5,784,044","162,735"
,,,95,061,2,12,9,06,,諸謝金,"2,484","2,784",△ 300
,,,95,061,2,12,2,08,,職員旅費,"11,199","11,151",48
,,,95,061,2,12,2,08,,委員等旅費,"2,515","2,753",△ 238
,,,95,061,2,12,3,09,,庁費,"25,771","26,736",△ 965
,,,95,061,2,12,5,14,,林業振興調査等委託費,"140,690","108,874","31,816"
,,,95,061,2,40,5,16,,林業振興事業費補助金,"5,019,239","4,971,409","47,830"
,,,95,061,2,81,5,16,,林業振興地方公共団体事業費補助金,"396,091","311,547","84,544"
,,,95,061,2,81,5,16,,林業普及指導事業交付金,"348,790","348,790",0
,,112,,,,,,,林産物供給等振興対策費,,"2,771,242","2,641,479","129,763"
,,,95,061,2,12,9,06,,諸謝金,584,584,0
,,,95,061,2,12,2,08,,職員旅費,"3,335","3,325",10
,,,95,061,2,12,2,08,,委員等旅費,630,788,△ 158
,,,95,061,2,12,3,09,,庁費,"9,436","10,129",△ 693
,,,95,061,2,12,5,14,,林産物供給等振興調査等委託費,"54,106","60,248","△ 6,142"
,,,95,061,2,40,5,16,,林産物供給等振興事業費補助金,"2,327,279","2,218,533","108,746"
,,,95,061,2,40,5,16,,林業信用保証事業交付金,"375,872","347,872","28,000"
,,113,,,,,,,森林整備・林業等振興対策費,,"8,495,999","8,673,838","△ 177,839"
,,,95,061,2,12,5,14,,森林整備・林業等振興調査等委託費,"10,185","10,185",0
,,,95,061,1,82,5,16,,森林整備・林業等振興整備交付金,"7,380,148","7,371,242","8,906"
,,,95,061,2,81,5,16,,森林整備・林業等振興推進交付金,"1,105,666","1,292,411","△ 186,745"
,,114,,,,,,,治山事業工事諸費,,"5,567,000","5,658,630","△ 91,630"
,,,41,051,1,20,1,02,,職員基本給,"2,545,024","2,572,914","△ 27,890"
,,,41,051,1,20,1,03,,職員諸手当,"1,259,284","1,282,338","△ 23,054"
,,,41,051,1,20,1,04,,超過勤務手当,"177,996","176,027","1,969"
,,,41,089,1,20,1,05,,児童手当,"47,000","47,000",0
,,,41,051,1,20,2,08,,職員旅費,"29,727","29,068",659
,,,41,051,1,20,2,08,,日額旅費,"23,268","28,036","△ 4,768"
,,,41,051,1,20,3,09,,庁費,"108,860","108,870",△ 10
,,,41,051,1,20,3,09,,車両費,"105,590","115,297","△ 9,707"
,,,41,051,1,20,3,09,,工事雑費,"142,236","128,441","13,795"
,,,41,199,1,20,3,09,,自動車重量税,"4,635","4,604",31
,,,41,051,1,20,5,16,,国家公務員共済組合負担金,"1,123,380","1,166,035","△ 42,655"
,,115,,,,,,,森林整備事業工事諸費,,"7,706,343","7,782,448","△ 76,105"
,,,46,052,1,20,1,02,,職員基本給,"3,009,314","2,992,727","16,587"
,,,46,052,1,20,1,03,,職員諸手当,"1,623,961","1,616,120","7,841"
,,,46,052,1,20,1,04,,超過勤務手当,"160,587","158,259","2,328"
,,,46,052,1,20,1,05,,常勤職員給与,"144,301","201,414","△ 57,113"
,,,46,089,1,20,1,05,,児童手当,"46,000","46,075",△ 75
,,,46,052,1,20,2,08,,職員旅費,"7,441","7,336",105
,,,46,052,1,20,2,08,,日額旅費,"5,040","5,040",0
,,,46,052,1,20,3,09,,庁費,"191,694","191,799",△ 105
,,,46,052,1,20,3,09,,情報処理業務庁費,"184,955","188,382","△ 3,427"
,,,46,052,1,20,3,09,,車両費,"424,270","424,294",△ 24
,,,46,052,1,20,3,09,,電子計算機借料,"205,506","183,892","21,614"
,,,46,052,1,20,3,09,,工事雑費,"323,944","324,024",△ 80
,,,46,199,1,20,3,09,,自動車重量税,"19,366","18,987",379
,,,46,052,1,20,5,16,,国家公務員共済組合負担金,"1,359,964","1,424,099","△ 64,135"
,,116,,,,,,,山林施設災害復旧事業費,,"5,266,520","5,263,037","3,483"
,,,49,053,1,20,4,00,,林業用施設等災害復旧費,"2,021,520","2,020,037","1,483"
,,,49,053,1,82,5,00,,林業用施設等災害復旧事業費補助,"3,245,000","3,243,000","2,000"
,,117,,,,,,,山林施設災害関連事業費,,"4,832,284","4,823,892","8,392"
,,,49,053,1,20,4,00,,林業用施設等災害関連事業費,"2,421,284","2,419,892","1,392"
,,,49,053,1,82,5,00,,林業用施設等災害関連事業費補助,"1,668,000","1,682,000","△ 14,000"
,,,49,053,1,82,5,00,,後進地域特例法適用団体補助率差額,"743,000","722,000","21,000"
,,118,,,,,,,山林施設災害復旧事業等工事諸費,,"58,196","57,071","1,125"
,,,49,053,1,20,2,08,,日額旅費,"19,737","19,356",381
,,,49,053,1,20,3,09,,工事雑費,"38,459","37,715",744
,水産庁,,,,,,,,,,"154,225,065","163,184,447","△ 8,959,382"
,,131,,,,,,,水産庁共通費,,"7,882,735","7,951,910","△ 69,175"
,,,95,061,2,11,1,02,,職員基本給,"4,288,679","4,355,679","△ 67,000"
,,,95,061,2,11,1,03,,職員諸手当,"2,267,629","2,273,206","△ 5,577"
,,,95,061,2,11,1,04,,超過勤務手当,"754,826","752,892","1,934"
,,,95,061,2,11,1,05,,委員手当,"8,987","8,987",0
,,,95,061,2,11,1,05,,非常勤職員手当,"10,164","10,164",0
,,,95,061,2,11,1,05,,短時間勤務職員給与,"136,910","120,204","16,706"
,,,95,089,2,11,1,05,,児童手当,"53,385","53,870",△ 485
,,,95,061,2,12,9,06,,諸謝金,"29,422","29,622",△ 200
,,,95,061,2,12,2,08,,職員旅費,"59,100","62,103","△ 3,003"
,,,95,059,2,12,2,08,,災害検査旅費,"8,877","9,122",△ 245
,,,95,061,2,12,2,08,,委員等旅費,"29,613","30,138",△ 525
,,,95,061,2,12,3,09,,庁費,"217,666","223,777","△ 6,111"
,,,95,061,2,12,3,09,,情報処理業務庁費,"5,995","11,234","△ 5,239"
,,,95,061,2,12,3,09,,土地建物借料,"4,981","4,632",349
,,,95,061,2,12,3,09,,各所修繕,"4,929","4,607",322
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"1,530","1,631",△ 101
,,,95,061,2,12,9,17,,交際費,42,42,0
,,132,,,,,,,水産庁施設費,,"77,079","49,756","27,323"
,,,95,061,1,20,2,08,,施設施工旅費,596,"1,668","△ 1,072"
,,,95,061,1,20,3,09,,施設施工庁費,"3,047",657,"2,390"
,,,95,061,1,20,4,15,,施設整備費,"73,436","47,431","26,005"
,,133,,,,,,,食料安全保障確立対策費,,"633,630","631,100","2,530"
,,,50,061,2,12,2,08,,政府開発援助職員旅費,"9,850","9,850",0
,,,50,061,2,12,3,09,,政府開発援助庁費,"1,250","1,250",0
,,,50,061,2,12,5,14,,政府開発援助食料安全保障確立対策調査等委託費,"51,043","58,000","△ 6,957"
,,,50,061,2,40,5,16,,政府開発援助食料安全保障確立対策事業費補助金,"571,487","562,000","9,487"
,,134,,,,,,,国立研究開発法人水産研究・教育機構運営費,,"16,940,964","16,896,775","44,189"
,,,13,061,2,30,5,16,,国立研究開発法人水産研究・教育機構研究・教育勘定運営費交付金,"14,826,693","14,872,264","△ 45,571"
,,,13,061,2,30,5,16,,国立研究開発法人水産研究・教育機構海洋水産資源開発勘定運営費交付金,"2,114,271","2,024,511","89,760"
,,135,,,,,,,国立研究開発法人水産研究・教育機構施設整備費,,"343,069","434,813","△ 91,744"
,,,13,061,1,30,5,16,,国立研究開発法人水産研究・教育機構施設整備費補助金,"343,069","434,813","△ 91,744"
,,137,,,,,,,水産資源回復対策費,,"27,888,508","29,520,305","△ 1,631,797"
,,,65,061,2,11,1,05,,非常勤職員手当,"188,316","181,114","7,202"
,,,65,061,2,12,9,06,,諸謝金,759,"1,143",△ 384
,,,65,061,2,12,2,08,,職員旅費,"80,383","89,409","△ 9,026"
,,,65,061,2,12,2,08,,乗船監督旅費,"121,620","114,151","7,469"
,,,65,061,2,12,2,08,,捕鯨国際監視員派遣旅費,"16,037","16,037",0
,,,65,061,2,12,2,08,,航海日当食卓料,"173,411","163,983","9,428"
,,,65,061,2,12,2,08,,委員等旅費,"11,344","12,588","△ 1,244"
,,,65,061,2,12,2,08,,外国人招へい旅費,457,914,△ 457
,,,65,061,2,12,3,09,,庁費,"261,980","261,871",109
,,,65,061,2,12,3,09,,情報処理業務庁費,531,"1,570","△ 1,039"
,,,65,061,2,12,3,09,,船舶運航費,"4,273,442","3,117,828","1,155,614"
,,,65,061,2,12,3,09,,船舶借料,"9,840,816","9,751,117","89,699"
,,,65,061,2,12,3,09,,航空機借料,"607,781","617,245","△ 9,464"
,,,65,061,2,12,3,09,,招へい外国人滞在費,401,802,△ 401
,,,65,199,2,13,3,09,,自動車重量税,9,9,0
,,,65,061,2,12,3,09,,土地建物借料,0,"1,610","△ 1,610"
,,,65,061,2,12,5,14,,漁業資源調査等委託費,"5,562,491","5,787,333","△ 224,842"
,,,65,061,2,12,5,14,,水産資源回復対策調査等委託費,"2,060,771","2,220,535","△ 159,764"
,,,65,061,2,40,5,16,,水産資源回復対策事業費補助金,"1,198,057","1,441,457","△ 243,400"
,,,65,061,2,40,5,16,,さけ・ます漁業協力事業費補助金,"118,030","105,049","12,981"
,,,65,061,2,71,5,16,,海洋水産資源開発費補助金,"3,150,088","5,400,044","△ 2,249,956"
,,,65,061,2,40,5,16,,漁業協定等実施費補助金,"30,482","41,144","△ 10,662"
,,,65,061,2,81,5,16,,水産資源回復対策地方公共団体事業費補助金,"10,000","12,050","△ 2,050"
,,,65,061,2,81,5,16,,漁業調整委員会等交付金,"181,302","181,302",0
,,138,,,,,,,船舶建造費,,"3,052,240","3,455,906","△ 403,666"
,,,95,061,1,20,2,08,,船舶建造旅費,"8,486","6,677","1,809"
,,,95,061,1,20,3,09,,船舶建造庁費,"1,872","1,224",648
,,,95,061,1,20,4,15,,船舶建造費,"3,041,882","3,448,005","△ 406,123"
,,139,,,,,,,漁業経営安定対策費,,"31,922,404","25,353,610","6,568,794"
,,,65,061,2,12,9,06,,諸謝金,557,557,0
,,,65,061,2,12,2,08,,職員旅費,"4,099","4,554",△ 455
,,,65,061,2,12,2,08,,漁船依頼検査等旅費,"5,123","8,539","△ 3,416"
,,,65,061,2,12,2,08,,委員等旅費,522,871,△ 349
,,,65,061,2,12,3,09,,庁費,"15,415","15,713",△ 298
,,,65,061,2,12,3,09,,漁船依頼検査費,342,342,0
,,,65,061,2,40,5,16,,漁業経営安定対策事業費補助金,"30,934,653","23,957,054","6,977,599"
,,,65,061,2,40,5,16,,漁業経営維持安定資金利子補給等補助金,"142,682","193,814","△ 51,132"
,,,65,061,2,40,5,16,,中小漁業関連資金融通円滑化事業費補助金,"247,481","278,689","△ 31,208"
,,,65,061,2,40,5,16,,漁業共済事業実施費補助金,"252,393","361,337","△ 108,944"
,,,65,061,2,40,5,16,,漁業信用保険事業交付金,"250,439","463,442","△ 213,003"
,,,65,061,2,81,5,16,,水産業改良普及事業交付金,"68,698","68,698",0
,,140,,,,,,,保険料国庫負担金等食料安定供給特別会計へ繰入,,"17,881,438","17,884,773","△ 3,335"
,,,65,061,2,40,6,22,,食料安定供給特別会計へ繰入,"17,881,438","17,884,773","△ 3,335"
,,141,,,,,,,漁村振興対策費,,"5,629,343","8,486,224","△ 2,856,881"
,,,65,061,2,12,9,06,,諸謝金,632,632,0
,,,65,061,2,12,2,08,,職員旅費,"3,236","3,596",△ 360
,,,65,061,2,12,2,08,,委員等旅費,207,"1,032",△ 825
,,,65,061,2,12,3,09,,庁費,"1,107","1,107",0
,,,65,061,2,12,3,09,,情報処理業務庁費,"2,523","2,523",0
,,,65,061,2,12,5,14,,水産物加工・流通等対策調査等委託費,"137,896","136,496","1,400"
,,,95,061,2,12,5,14,,漁村振興対策調査等委託費,"87,490","100,000","△ 12,510"
,,,65,061,2,40,5,16,,水産物加工・流通等対策事業費補助金,"722,139","1,374,030","△ 651,891"
,,,95,061,1,82,5,16,,漁村振興対策地方公共団体整備費補助金,"1,000,000","2,594,000","△ 1,594,000"
,,,95,061,2,40,5,16,,水産多面的機能発揮対策交付金,"2,211,305","2,755,000","△ 543,695"
,,,95,061,2,81,5,16,,離島漁業再生支援等交付金,"1,462,808","1,517,808","△ 55,000"
