所管,組織,,,,,,,,                             項目,,"令和元年度
成立予算額(千円)",補正要求,,,"改令和元年度
予算額(千円)"
,,,13,062,1,30,5,16,,国立研究開発法人産業技術総合研究所施設整備費補助金,"5,300,361","11,597,033",0,"11,597,033","16,897,394"
,,008,,,,,,,国立研究開発法人新エネルギー・産業技術総合開発機構運営費,,"14,166,920","7,457,380",0,"7,457,380","21,624,300"
,,,13,062,2,30,5,16,,国立研究開発法人新エネルギー・産業技術総合開発機構一般勘定運営費交付金,"14,166,920","7,457,380",0,"7,457,380","21,624,300"
,,009,,,,,,,基準認証政策推進費,,"2,860,220",0,"△ 8,915","△ 8,915","2,851,305"
,,,13,062,2,11,1,05,,委員手当,"13,752",0,△ 33,△ 33,"13,719"
,,,13,062,2,11,1,05,,非常勤職員手当,"24,267",0,"△ 3,867","△ 3,867","20,400"
,,,95,062,2,72,5,16,,国際度量衡中央事務局等分担金,"448,675",0,"△ 5,015","△ 5,015","443,660"
,,,13,062,2,12,9,06,,諸謝金外7目,"2,373,526",0,0,0,"2,373,526"
,,010,,,,,,,独立行政法人製品評価技術基盤機構運営費,,"7,284,014",0,0,0,"7,284,014"
,,030,,,,,,,独立行政法人製品評価技術基盤機構施設整備費,,"1,620,000","799,900",0,"799,900","2,419,900"
,,,95,062,1,30,5,16,,独立行政法人製品評価技術基盤機構施設整備費補助金,"1,620,000","799,900",0,"799,900","2,419,900"
,,011,,,,,,,経済産業統計調査費,,"1,267,496",0,"△ 25,074","△ 25,074","1,242,422"
,,,60,062,2,12,3,09,,中小商工業等統計調査費,"520,708",0,"△ 25,074","△ 25,074","495,634"
,,,60,062,2,12,9,06,,中小商工業等統計調査諸謝金外8目,"746,788",0,0,0,"746,788"
,,012,,,,,,,ものづくり産業振興費,,"21,837,355","113,437,055","△ 10,149","113,426,906","135,264,261"
,,,60,062,2,12,5,14,,皮革産業振興対策調査等委託費,"79,256",0,"△ 6,381","△ 6,381","72,875"
,,,95,062,2,12,5,14,,移動手段多様化促進調査委託費,0,"269,996",0,"269,996","269,996"
,,,60,062,2,40,5,16,,皮革産業振興対策事業費補助金,"294,080",0,△ 363,△ 363,"293,717"
,,,60,062,2,40,5,16,,中小企業経営支援等対策費補助金,"1,064,547",0,"△ 2,508","△ 2,508","1,062,039"
,,,95,062,2,40,5,16,,安全運転サポート車等普及促進対策費補助金,0,"113,167,059",0,"113,167,059","113,167,059"
,,,95,062,2,72,5,16,,国際度量衡中央事務局等分担金,"20,886",0,△ 897,△ 897,"19,989"
,,,60,062,2,12,9,06,,ものづくり産業等業務諸謝金外13目,"20,378,586",0,0,0,"20,378,586"
,,014,,,,,,,情報技術利活用促進費,,"9,897,990","550,050",0,"550,050","10,448,040"
,,,95,062,2,40,5,16,,情報技術利用促進支援事業費補助金,0,"550,050",0,"550,050","550,050"
,,,60,062,2,12,9,06,,情報業務諸謝金外8目,"9,897,990",0,0,0,"9,897,990"
,,015,,,,,,,独立行政法人情報処理推進機構運営費,,"6,527,389",0,0,0,"6,527,389"
,,013,,,,,,,サービス産業強化費,,"2,138,257","1,600,157",0,"1,600,157","3,738,414"
,,,60,062,2,12,5,14,,サービス産業強化事業委託費,"1,602,336","50,030",0,"50,030","1,652,366"
,,,60,062,2,40,5,16,,サービス産業強化事業費補助金,"495,051","1,550,127",0,"1,550,127","2,045,178"
,,,60,062,2,12,9,06,,サービス産業強化業務諸謝金外3目,"40,870",0,0,0,"40,870"
,,032,,,,,,,クールジャパン推進費,,"3,110,724","3,601,123",△ 72,"3,601,051","6,711,775"
,,,60,062,2,40,5,16,,コンテンツ産業等強化事業費補助金,"141,400","3,601,123",0,"3,601,123","3,742,523"
,,,95,062,2,72,5,16,,国際度量衡中央事務局等分担金,"9,504",0,△ 72,△ 72,"9,432"
,,,95,062,2,12,2,08,,職員旅費外5目,"2,959,820",0,0,0,"2,959,820"
,,033,,,,,,,サイバーセキュリティ対策推進費,,"2,444,021",0,0,0,"2,444,021"
,,025,,,,,,,産業保安・危機管理費,,"4,675,221","894,150",0,"894,150","5,569,371"
,,,13,062,2,12,5,14,,高圧ガス等技術基準策定研究開発委託費,"844,892","590,500",0,"590,500","1,435,392"
,,,95,062,2,82,5,16,,休廃止鉱山鉱害防止等工事費補助金,"2,911,190","303,650",0,"303,650","3,214,840"
,,,95,062,2,12,2,08,,検査旅費外3目,"919,139",0,0,0,"919,139"
,,016,,,,,,,国際交渉・連携推進費,,"3,701,596","900,423","△ 5,125","895,298","4,596,894"
,,,95,062,2,40,5,16,,海外市場調査等事業費補助金,"484,496",0,"△ 5,125","△ 5,125","479,371"
,,,95,062,2,72,5,16,,日アセアン経済産業協力拠出金,0,"500,000",0,"500,000","500,000"
,,,95,062,2,72,5,16,,東アジア経済統合研究協力拠出金,"1,000,000","400,423",0,"400,423","1,400,423"
,,,95,062,2,12,9,06,,諸謝金外11目,"2,217,100",0,0,0,"2,217,100"
,,017,,,,,,,独立行政法人日本貿易振興機構運営費,,"24,962,742","3,059,600",0,"3,059,600","28,022,342"
,,,95,062,2,30,5,16,,政府開発援助独立行政法人日本貿易振興機構運営費交付金,"6,847,686",0,0,0,"6,847,686"
,,,95,062,2,30,5,16,,独立行政法人日本貿易振興機構運営費交付金,"18,115,056","3,059,600",0,"3,059,600","21,174,656"
,,018,,,,,,,海外市場開拓支援費,,"7,165,820","139,840","△ 246,646","△ 106,806","7,059,014"
,,,50,062,2,12,5,14,,政府開発援助海外経済協力事業委託費,"3,123,969",0,"△ 246,646","△ 246,646","2,877,323"
,,,60,062,2,30,5,16,,中小企業海外市場開拓支援事業費補助金,0,"139,840",0,"139,840","139,840"
,,,50,062,2,12,9,06,,諸謝金外8目,"4,041,851",0,0,0,"4,041,851"
,,019,,,,,,,対内投資促進費,,"34,727",0,0,0,"34,727"
,,021,,,,,,,貿易管理費,,"1,317,349",0,"△ 17,036","△ 17,036","1,300,313"
,,,95,062,2,11,1,05,,非常勤職員手当,"109,523",0,"△ 17,036","△ 17,036","92,487"
,,,95,062,2,12,9,06,,諸謝金外4目,"1,207,826",0,0,0,"1,207,826"
,,022,,,,,,,地域経済活性化対策費,,"3,072,452","550,170",0,"550,170","3,622,622"
,,,60,062,2,40,5,16,,地域新成長産業創出促進事業費補助金,"750,000","550,170",0,"550,170","1,300,170"
,,,60,062,2,12,9,06,,諸謝金外12目,"2,322,452",0,0,0,"2,322,452"
,,023,,,,,,,工業用水道事業費,,"2,985,000","700,000",0,"700,000","3,685,000"
,,,45,052,1,92,5,00,,工業用水道事業費補助,"2,985,000","700,000",0,"700,000","3,685,000"
,,024,,,,,,,環境政策推進費,,"414,252","200,108",0,"200,108","614,360"
,,,95,062,2,12,5,14,,環境問題対策調査等委託費,0,"200,108",0,"200,108","200,108"
,,,95,062,2,12,2,08,,委員等旅費外4目,"414,252",0,0,0,"414,252"
,,026,,,,,,,消費者行政推進費,,"280,002,046","149,745,603",△ 43,"149,745,560","429,747,606"
,,,95,062,2,40,5,16,,キャッシュレス・消費者還元事業費補助金,"279,805,264","149,745,603",0,"149,745,603","429,550,867"
,,,95,062,2,72,5,16,,国際度量衡中央事務局等分担金,"5,722",0,△ 43,△ 43,"5,679"
,,,95,062,2,12,3,09,,情報処理業務庁費外1目,"191,060",0,0,0,"191,060"
,,027,,,,,,,化学物質管理推進費,,"581,831",0,"△ 6,220","△ 6,220","575,611"
,,,60,062,2,11,1,05,,化学物質安全対策非常勤職員手当,"85,109",0,"△ 3,229","△ 3,229","81,880"
,,,95,062,2,72,5,16,,国際度量衡中央事務局等分担金,"96,394",0,"△ 2,991","△ 2,991","93,403"
,,,60,062,2,12,3,09,,化学物質安全対策庁費外2目,"400,328",0,0,0,"400,328"
,経済産業局,,,,,,,,,,"14,859,639",0,"△ 227,038","△ 227,038","14,632,601"
,,061,,,,,,,経済産業局共通費,,"14,680,879",0,"△ 227,038","△ 227,038","14,453,841"
,,,95,062,2,11,1,02,,職員基本給,"7,666,813",0,"△ 38,063","△ 38,063","7,628,750"
,,,95,062,2,11,1,03,,職員諸手当,"3,800,856",0,"△ 31,409","△ 31,409","3,769,447"
,,,95,062,2,11,1,05,,短時間勤務職員給与,"489,332",0,"△ 149,366","△ 149,366","339,966"
,,,95,089,2,11,1,05,,児童手当,"92,940",0,"△ 8,200","△ 8,200","84,740"
,,,95,062,2,12,9,06,,諸謝金外13目,"2,630,938",0,0,0,"2,630,938"
,,062,,,,,,,経済産業局施設費,,"113,394",0,0,0,"113,394"
,,063,,,,,,,経済産業統計調査費,,"65,366",0,0,0,"65,366"
,産業保安監督官署,,,,,,,,,,"2,808,233",0,"△ 163,529","△ 163,529","2,644,704"
,,071,,,,,,,産業保安監督官署共通費,,"2,758,232",0,"△ 163,529","△ 163,529","2,594,703"
,,,95,062,2,11,1,02,,職員基本給,"1,492,214",0,"△ 78,753","△ 78,753","1,413,461"
,,,95,062,2,11,1,03,,職員諸手当,"747,569",0,"△ 37,103","△ 37,103","710,466"
,,,95,062,2,11,1,05,,委員手当,"1,601",0,△ 107,△ 107,"1,494"
,,,95,062,2,11,1,05,,非常勤職員手当,426,0,△ 14,△ 14,412
,,,95,062,2,11,1,05,,短時間勤務職員給与,"111,923",0,"△ 44,672","△ 44,672","67,251"
,,,95,089,2,11,1,05,,児童手当,"14,100",0,"△ 2,880","△ 2,880","11,220"
,,,95,062,2,12,9,06,,諸謝金外8目,"390,399",0,0,0,"390,399"
,,072,,,,,,,産業保安・危機管理費,,"50,001",0,0,0,"50,001"
,資源エネルギー庁,,,,,,,,,,"645,356,914","84,513,733","△ 90,936","84,422,797","729,779,711"
,,081,,,,,,,資源エネルギー庁共通費,,"4,770,124",0,"△ 90,936","△ 90,936","4,679,188"
,,,95,062,2,11,1,02,,職員基本給,"1,939,412",0,"△ 56,529","△ 56,529","1,882,883"
,,,95,062,2,11,1,03,,職員諸手当,"1,064,611",0,"△ 20,393","△ 20,393","1,044,218"
,,,95,062,2,11,1,05,,短時間勤務職員給与,"55,221",0,"△ 13,099","△ 13,099","42,122"
,,,95,089,2,11,1,05,,児童手当,"20,910",0,△ 915,△ 915,"19,995"
,,,95,062,2,12,9,06,,諸謝金外14目,"1,689,970",0,0,0,"1,689,970"
,,090,,,,,,,石油安定供給確保費,,0,"114,180",0,"114,180","114,180"
,,,95,062,2,40,5,16,,石油安定供給対策事業費補助金,0,"114,180",0,"114,180","114,180"
,,082,,,,,,,鉱物資源安定供給確保費,,"752,914",0,0,0,"752,914"
,,083,,,,,,,独立行政法人石油天然ガス・金属鉱物資源機構運営費,,"3,703,836",0,0,0,"3,703,836"
,,091,,,,,,,独立行政法人石油天然ガス・金属鉱物資源機構出資,,0,"20,900,000",0,"20,900,000","20,900,000"
,,,95,062,1,95,9,24,,独立行政法人石油天然ガス・金属鉱物資源機構出資金,0,"20,900,000",0,"20,900,000","20,900,000"
,,084,,,,,,,石油石炭税財源燃料安定供給対策及エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,,"477,979,040","39,820,960",0,"39,820,960","517,800,000"
,,,63,062,2,30,6,22,,石油石炭税財源のエネルギー対策特別会計へ繰入,"477,979,040","39,820,960",0,"39,820,960","517,800,000"
,,088,,,,,,,燃料安定供給対策及エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,,0,"23,678,593",0,"23,678,593","23,678,593"
,,,63,062,2,30,6,22,,エネルギー対策特別会計へ繰入,0,"23,678,593",0,"23,678,593","23,678,593"
,,085,,,,,,,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,,"140,459,392",0,0,0,"140,459,392"
,,086,,,,,,,電源立地対策費エネルギー対策特別会計へ繰入,,"17,691,608",0,0,0,"17,691,608"
,中小企業庁,,,,,,,,,,"98,744,463","406,208,256","△ 67,088","406,141,168","504,885,631"
,,101,,,,,,,中小企業庁共通費,,"2,421,991",0,"△ 16,105","△ 16,105","2,405,886"
,,,60,062,2,11,1,02,,職員基本給,"1,006,722",0,"△ 6,362","△ 6,362","1,000,360"
,,,60,062,2,11,1,03,,職員諸手当,"553,656",0,△ 959,△ 959,"552,697"
,,,60,062,2,11,1,05,,委員手当,"6,792",0,△ 3,△ 3,"6,789"
,,,60,062,2,11,1,05,,非常勤職員手当,"31,720",0,△ 843,△ 843,"30,877"
,,,60,062,2,11,1,05,,短時間勤務職員給与,"38,945",0,"△ 7,783","△ 7,783","31,162"
,,,60,089,2,11,1,05,,児童手当,"9,700",0,△ 155,△ 155,"9,545"
,,,60,062,2,12,9,06,,諸謝金外8目,"774,456",0,0,0,"774,456"
,,102,,,,,,,経営革新・創業促進費,,"52,608,350","17,762,974","△ 15,300","17,747,674","70,356,024"
,,,60,062,2,12,5,14,,中小企業経営支援等対策委託費,"14,338,186","5,519,768",0,"5,519,768","19,857,954"
,,,60,062,2,40,5,16,,中小企業経営支援等対策費補助金,"30,596,450","12,243,206","△ 15,300","12,227,906","42,824,356"
,,,60,062,2,12,9,06,,諸謝金外5目,"7,673,714",0,0,0,"7,673,714"
,,103,,,,,,,独立行政法人中小企業基盤整備機構運営費,,"17,697,736","360,000,000",0,"360,000,000","377,697,736"
,,,60,062,2,30,5,16,,独立行政法人中小企業基盤整備機構一般勘定運営費交付金,"13,300,462","360,000,000",0,"360,000,000","373,300,462"
,,,60,062,2,40,5,16,,独立行政法人中小企業基盤整備機構小規模企業共済勘定運営費交付金外1目,"4,397,274",0,0,0,"4,397,274"
,,104,,,,,,,中小企業事業環境整備費,,"21,578,987","28,445,282","△ 2,740","28,442,542","50,021,529"
,,,60,062,2,92,5,16,,経営安定関連保証等基金補助金,"4,600,000","2,600,000",0,"2,600,000","7,200,000"
,,,60,062,2,40,5,16,,株式会社日本政策金融公庫補助金,"79,695",0,"△ 2,740","△ 2,740","76,955"
,,,60,062,1,86,5,16,,中小企業組合等共同施設等災害復旧費補助金,0,"18,993,282",0,"18,993,282","18,993,282"
,,,60,062,1,95,9,24,,株式会社日本政策金融公庫出資金,"200,000","6,852,000",0,"6,852,000","7,052,000"
,,,60,062,2,12,3,09,,情報処理業務庁費外3目,"16,699,292",0,0,0,"16,699,292"
,,105,,,,,,,経営安定・取引適正化費,,"4,437,399",0,"△ 32,943","△ 32,943","4,404,456"
,,,60,062,2,11,1,05,,消費税転嫁等対策非常勤職員手当,"2,171,699",0,"△ 32,943","△ 32,943","2,138,756"
,,,60,062,2,12,2,08,,消費税転嫁等対策職員旅費外6目,"2,265,700",0,0,0,"2,265,700"
国土交通省,国土交通本省,,,,,,,,,,"6,333,537,901","1,276,568,743","△ 2,365,787","1,274,202,956","7,607,740,857"
,,001,,,,,,,国土交通本省共通費,,"128,576,658",0,"△ 2,252,798","△ 2,252,798","126,323,860"
,,,95,016,2,11,1,05,,退職手当,"30,768,861",0,"△ 2,251,444","△ 2,251,444","28,517,417"
,,,95,016,2,12,3,09,,電子計算機借料,189,0,△ 70,△ 70,119
,,,95,016,2,72,5,16,,経済協力開発機構等分担金,"20,461",0,"△ 1,284","△ 1,284","19,177"
,,,95,016,2,12,9,06,,諸謝金外36目,"97,787,147",0,0,0,"97,787,147"
,,002,,,,,,,国土交通本省施設費,,"306,855","180,950",0,"180,950","487,805"
,,,95,016,1,20,3,09,,施設施工庁費,"11,872","11,209",0,"11,209","23,081"
,,,95,016,1,20,4,15,,施設整備費,"294,983","169,741",0,"169,741","464,724"
,,003,,,,,,,住宅対策事業費,,"1,600,000","13,708,000",0,"13,708,000","15,308,000"
,,,44,084,1,86,5,00,,公営住宅整備費等補助,"1,600,000","13,708,000",0,"13,708,000","15,308,000"
,,004,,,,,,,住宅対策諸費,,"37,571,741",0,0,0,"37,571,741"
,,005,,,,,,,住宅市場整備推進費,,"214,077,078",0,△ 16,△ 16,"214,077,062"
,,,95,016,2,11,1,05,,委員手当,337,0,△ 16,△ 16,321
,,,95,016,2,12,9,06,,諸謝金外12目,"214,076,741",0,0,0,"214,076,741"
,,006,,,,,,,総合的バリアフリー推進費,,"39,715",0,0,0,"39,715"
,,008,,,,,,,海洋環境対策費,,"467,180",0,△ 275,△ 275,"466,905"
,,,95,016,2,72,5,16,,国連環境計画等拠出金,"30,525",0,△ 275,△ 275,"30,250"
,,,95,016,2,12,9,06,,諸謝金外4目,"436,655",0,0,0,"436,655"
,,351,,,,,,,港湾環境整備事業費,,"1,041,490",0,0,0,"1,041,490"
,,010,,,,,,,道路環境等対策費,,"571,358","99,998",0,"99,998","671,356"
,,,95,063,2,40,5,16,,自動車環境総合改善対策費補助金,"520,272","99,998",0,"99,998","620,270"
,,,95,016,2,12,9,06,,諸謝金外3目,"51,086",0,0,0,"51,086"
,,352,,,,,,,道路環境改善事業費,,"120,913,000","10,440,000",0,"10,440,000","131,353,000"
,,,44,052,1,20,4,00,,無電柱化推進事業費,"37,286,000","10,440,000",0,"10,440,000","47,726,000"
,,,44,052,1,20,4,00,,沿道環境改善事業費外1目,"83,627,000",0,0,0,"83,627,000"
,,011,,,,,,,水資源対策費,,"121,887",0,0,0,"121,887"
,,012,,,,,,,水資源開発事業費,,"11,741,386","503,000",0,"503,000","12,244,386"
,,,45,086,1,30,5,00,,水道水源開発施設整備費補助,"4,314,000","83,000",0,"83,000","4,397,000"
,,,46,052,1,30,5,00,,農業生産基盤整備事業費補助,"7,228,000","420,000",0,"420,000","7,648,000"
,,,41,051,1,20,4,00,,水資源開発事業調査費外1目,"199,386",0,0,0,"199,386"
,,013,,,,,,,緑地環境対策費,,"152,778",0,0,0,"152,778"
,,014,,,,,,,国営公園等事業費,,"18,917,941","2,050,000",0,"2,050,000","20,967,941"
,,,45,052,1,20,4,00,,国営公園等整備費,"6,437,582","475,000",0,"475,000","6,912,582"
,,,45,052,1,20,4,00,,国営公園維持管理費,"12,283,680","1,575,000",0,"1,575,000","13,858,680"
,,,45,052,1,20,4,00,,営繕宿舎費外1目,"196,679",0,0,0,"196,679"
,,015,,,,,,,水環境対策費,,"210,304",0,0,0,"210,304"
,,016,,,,,,,都市水環境整備事業費,,"22,389,490","930,000",0,"930,000","23,319,490"
,,,44,051,1,20,4,00,,河川都市基盤整備事業費,"13,748,070","810,000",0,"810,000","14,558,070"
,,,44,051,1,20,4,00,,営繕宿舎費,"494,420","120,000",0,"120,000","614,420"
,,,44,051,1,20,4,00,,総合水系環境整備事業費外1目,"8,147,000",0,0,0,"8,147,000"
,,017,,,,,,,下水道事業費,,"5,115,772",0,0,0,"5,115,772"
,,018,,,,,,,地球温暖化防止等対策費,,"10,271,011","99,894",0,"99,894","10,370,905"
,,,95,016,2,12,3,09,,地球温暖化防止等対策調査費,"142,406","99,894",0,"99,894","242,300"
,,,95,016,2,12,9,06,,諸謝金外10目,"10,128,605",0,0,0,"10,128,605"
,,019,,,,,,,災害情報整備推進費,,"4,246",0,0,0,"4,246"
,,020,,,,,,,住宅・市街地防災対策費,,"217,665",0,0,0,"217,665"
,,021,,,,,,,市街地防災事業費,,"450,000",0,0,0,"450,000"
,,022,,,,,,,住宅防災事業費,,"114,342,000","1,200,000",0,"1,200,000","115,542,000"
,,,44,084,1,86,5,00,,住宅市街地総合整備促進事業費補助,"114,342,000","1,200,000",0,"1,200,000","115,542,000"
,,023,,,,,,,都市公園防災事業費,,"2,737,000",0,0,0,"2,737,000"
,,024,,,,,,,下水道防災事業費,,"10,407,682",0,0,0,"10,407,682"
,,025,,,,,,,水害・土砂災害対策費,,"312,152",0,0,0,"312,152"
,,026,,,,,,,河川管理施設整備費,,"73,848",0,0,0,"73,848"
,,353,,,,,,,河川整備事業費,,"567,435,281","155,005,000",0,"155,005,000","722,440,281"
,,,41,051,1,20,4,00,,河川改修費,"243,773,289","53,028,000",0,"53,028,000","296,801,289"
,,,41,051,1,20,4,00,,河川維持修繕費,"99,068,000","84,834,000",0,"84,834,000","183,902,000"
,,,41,051,1,20,4,00,,堰堤維持費,"47,311,655","766,000",0,"766,000","48,077,655"
,,,41,051,1,20,4,00,,河川総合開発事業費,"28,919,457","860,000",0,"860,000","29,779,457"
,,,41,051,1,20,4,00,,河川激甚災害対策特別緊急事業費,"18,236,000","3,205,000",0,"3,205,000","21,441,000"
,,,41,051,1,20,4,00,,堰堤改良費,"3,560,229","430,000",0,"430,000","3,990,229"
,,,41,051,1,20,4,00,,床上浸水対策特別緊急事業費,"8,845,000","2,220,000",0,"2,220,000","11,065,000"
,,,41,051,1,20,4,00,,河川災害復旧等関連緊急事業費,"365,000","76,000",0,"76,000","441,000"
,,,41,051,1,20,4,00,,営繕宿舎費,"2,241,143","1,861,000",0,"1,861,000","4,102,143"
,,,41,051,1,82,5,00,,河川総合開発事業費補助,"10,301,000","274,000",0,"274,000","10,575,000"
,,,41,051,1,82,5,00,,治水ダム建設事業費補助,"14,501,000","1,725,000",0,"1,725,000","16,226,000"
,,,41,051,1,82,5,00,,河川激甚災害対策特別緊急事業費補助,"2,678,000","1,145,000",0,"1,145,000","3,823,000"
